,Provincias,Ramas de actividad,periodo,Total
1095,32 Ourense,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1.392.490
1096,32 Ourense,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1.137.917
1097,32 Ourense,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1.171.849
1098,32 Ourense,C. - De las cuales: Industria manufacturera,2021,682.035
1099,32 Ourense,C. - De las cuales: Industria manufacturera,2020,620.754
1100,32 Ourense,C. - De las cuales: Industria manufacturera,2019,682.981
1101,32 Ourense,F. Construcción,2021,426.962
1102,32 Ourense,F. Construcción,2020,430.937
1103,32 Ourense,F. Construcción,2019,514.957
1104,32 Ourense,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,1.483.127
1105,32 Ourense,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1.258.680
1106,32 Ourense,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,1.523.294
1107,32 Ourense,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,1.188.820
1108,32 Ourense,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,1.155.135
1109,32 Ourense,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,1.165.126
1110,32 Ourense,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,1.553.782
1111,32 Ourense,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,1.509.092
1112,32 Ourense,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,1.557.388
1113,32 Ourense,Valor añadido bruto total,2021,6.427.470
1114,32 Ourense,Valor añadido bruto total,2020,5.825.822
1115,32 Ourense,Valor añadido bruto total,2019,6.440.094
1116,32 Ourense,Impuestos netos sobre los productos,2021,676.758
1117,32 Ourense,Impuestos netos sobre los productos,2020,558.707
1118,32 Ourense,Impuestos netos sobre los productos,2019,660.726
1119,32 Ourense,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,7.104.228
1120,32 Ourense,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,6.384.529
1121,32 Ourense,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,7.100.820
1122,34 Palencia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,4.303.764
1123,34 Palencia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,4.029.182
1124,34 Palencia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,4.410.268
1125,34 Palencia,"A. Agricultura, ganadería, silvicultura y pesca",2021,348.625
1126,34 Palencia,"A. Agricultura, ganadería, silvicultura y pesca",2020,278.063
1127,34 Palencia,"A. Agricultura, ganadería, silvicultura y pesca",2019,230.828
1128,34 Palencia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1.089.346
1129,34 Palencia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1.037.431
1130,34 Palencia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1.200.768
1131,34 Palencia,C. - De las cuales: Industria manufacturera,2021,934.598
1132,34 Palencia,C. - De las cuales: Industria manufacturera,2020,952.127
1133,34 Palencia,C. - De las cuales: Industria manufacturera,2019,1.057.584
1134,34 Palencia,F. Construcción,2021,195.647
1135,34 Palencia,F. Construcción,2020,197.343
1136,34 Palencia,F. Construcción,2019,206.840
1137,34 Palencia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,616.051
1138,34 Palencia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,542.423
1139,34 Palencia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,671.756
1140,34 Palencia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,727.306
1141,34 Palencia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,704.338
1142,34 Palencia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,732.983
1143,34 Palencia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,916.807
1144,34 Palencia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,916.992
1145,34 Palencia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,956.721
1146,34 Palencia,Valor añadido bruto total,2021,3.893.782
1147,34 Palencia,Valor añadido bruto total,2020,3.676.590
1148,34 Palencia,Valor añadido bruto total,2019,3.999.896
1149,34 Palencia,Impuestos netos sobre los productos,2021,409.982
1150,34 Palencia,Impuestos netos sobre los productos,2020,352.592
1151,34 Palencia,Impuestos netos sobre los productos,2019,410.372
1152,34 Palencia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,4.303.764
1153,34 Palencia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,4.029.182
1154,34 Palencia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,4.410.268
1155,"35 Palmas, Las",PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,22.056.871
1156,"35 Palmas, Las",PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,19.692.679
1157,"35 Palmas, Las",PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,24.214.216
1158,"35 Palmas, Las","A. Agricultura, ganadería, silvicultura y pesca",2021,247.736
1159,"35 Palmas, Las","A. Agricultura, ganadería, silvicultura y pesca",2020,255.269
1160,"35 Palmas, Las","A. Agricultura, ganadería, silvicultura y pesca",2019,264.322
1161,"35 Palmas, Las","B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1.514.492
1162,"35 Palmas, Las","B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1.410.524
1163,"35 Palmas, Las","B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1.534.808
1164,"35 Palmas, Las",C. - De las cuales: Industria manufacturera,2021,719.414
1165,"35 Palmas, Las",C. - De las cuales: Industria manufacturera,2020,684.010
1166,"35 Palmas, Las",C. - De las cuales: Industria manufacturera,2019,799.644
1167,"35 Palmas, Las",F. Construcción,2021,1.273.844
1168,"35 Palmas, Las",F. Construcción,2020,1.186.512
1169,"35 Palmas, Las",F. Construcción,2019,1.271.859
1170,"35 Palmas, Las","G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,6.618.825
1171,"35 Palmas, Las","G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,5.324.925
1172,"35 Palmas, Las","G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,8.579.740
1173,"35 Palmas, Las","K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,4.935.073
1174,"35 Palmas, Las","K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,4.763.697
1175,"35 Palmas, Las","K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,5.091.851
1176,"35 Palmas, Las","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,5.365.733
1177,"35 Palmas, Las","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,5.028.455
1178,"35 Palmas, Las","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,5.218.522
1179,"35 Palmas, Las",Valor añadido bruto total,2021,19.955.703
1180,"35 Palmas, Las",Valor añadido bruto total,2020,17.969.382
1181,"35 Palmas, Las",Valor añadido bruto total,2019,21.961.102
1182,"35 Palmas, Las",Impuestos netos sobre los productos,2021,2.101.168
1183,"35 Palmas, Las",Impuestos netos sobre los productos,2020,1.723.297
1184,"35 Palmas, Las",Impuestos netos sobre los productos,2019,2.253.114
1185,"35 Palmas, Las",PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,22.056.871
1186,"35 Palmas, Las",PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,19.692.679
1187,"35 Palmas, Las",PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,24.214.216
1188,36 Pontevedra,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,21.988.329
1189,36 Pontevedra,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,20.025.926
1190,36 Pontevedra,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,21.637.314
1191,36 Pontevedra,"A. Agricultura, ganadería, silvicultura y pesca",2021,742.360
1192,36 Pontevedra,"A. Agricultura, ganadería, silvicultura y pesca",2020,676.570
1193,36 Pontevedra,"A. Agricultura, ganadería, silvicultura y pesca",2019,818.688
1194,36 Pontevedra,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,4.744.084
1195,36 Pontevedra,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,3.994.501
1196,36 Pontevedra,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,3.977.842
1197,36 Pontevedra,C. - De las cuales: Industria manufacturera,2021,4.316.195
1198,36 Pontevedra,C. - De las cuales: Industria manufacturera,2020,3.704.507
1199,36 Pontevedra,C. - De las cuales: Industria manufacturera,2019,3.713.443
1200,36 Pontevedra,F. Construcción,2021,1.168.637
1201,36 Pontevedra,F. Construcción,2020,1.200.960
1202,36 Pontevedra,F. Construcción,2019,1.369.926
1203,36 Pontevedra,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,4.885.776
1204,36 Pontevedra,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,4.194.311
